"frame" "survey" "transect" "y" "file" "timestamp" "time" "altitude" "depth" "heading" "lat" "lon" "pitch" "roll" "surge" "brightness" "exposure" "gain" "gamma" "shutter" "white_bu" "white_rv" "alt"
"358" 8 4 3 2 "frame007738_0.jpg" 1321543799.59803 "2011111715:29:59.598" 2.12479 27.8927 228.072 6505.4793 2245.3987 -0.856934 -3.2959 1.633 0 0.409424 25.9161 1 0.0105028 90 80 2.1
"359" 9 4 3 5 "frame007741_0.jpg" 1321543800.88825 "2011111715:30:00.888" 2.14705 27.9246 227.88 6505.4785 2245.4007 -1.4447 -3.0542 1.601 0 0.375061 25.9161 1 0.0105028 90 80 2.1
"360" 10 4 3 4 "frame007744_0.jpg" 1321543802.57096 "2011111715:30:02.570" 2.14271 27.9663 228.424 6505.4777 2245.4028 -0.379028 -1.86218 1.608 0 0.475769 25.9161 1 0.0105028 90 80 2.1
"361" 11 4 3 10 "frame007747_0.jpg" 1321543803.85815 "2011111715:30:03.858" 2.16379 27.9238 228.154 6505.4768 2245.4053 -2.09839 -0.20874 1.601 0 0.357544 25.9161 1 0.0105028 90 80 2.2
"362" 12 4 3 2 "frame007750_0.jpg" 1321543805.128 "2011111715:30:05.127" 2.19044 27.9034 229.467 6505.4761 2245.4072 -1.6864 -3.41675 1.635 0 0.32196 25.9161 1 0.0105028 90 80 2.2
"363" 13 4 3 5 "frame007753_0.jpg" 1321543806.77802 "2011111715:30:06.778" 2.24422 27.843 228.039 6505.4751 2245.4096 -2.50488 -2.13684 1.659 0 0.189819 25.9161 1 0.0105028 90 80 2.2
"364" 14 4 3 2 "frame007765_0.jpg" 1321543812.28808 "2011111715:30:12.288" 2.23081 27.8279 230.67 6505.4718 2245.4181 -3.99902 -2.66418 1.574 0 0.222412 25.9161 1 0.0105028 90 80 2.2
"365" 15 4 3 2 "frame007776_0.jpg" 1321543817.32803 "2011111715:30:17.328" 2.24189 27.9802 231.868 6505.4691 2245.4256 -2.01599 1.58752 1.516 0 0.189819 25.9161 1 0.0105028 90 80 2.2
"366" 16 4 3 2 "frame007783_0.jpg" 1321543820.29016 "2011111715:30:20.290" 2.21949 28.0423 229.813 6505.4676 2245.43 -2.83997 -1.63696 1.565 0 0.235229 25.9161 1 0.0105028 90 80 2.2
"367" 17 4 3 0 "frame007797_0.jpg" 1321543827.08814 "2011111715:30:27.088" 2.22852 28.2141 230.972 6505.4637 2245.4406 -2.03247 -0.32959 1.633 0 0.2854 25.9161 1 0.0105028 90 80 2.2
"368" 18 4 3 1 "frame007800_0.jpg" 1321543828.35806 "2011111715:30:28.358" 2.22539 28.2183 230.307 6505.463 2245.4425 -1.64246 -3.62549 1.608 0 0.196411 25.9161 1 0.0105028 90 80 2.2
"369" 19 4 3 3 "frame007805_0.jpg" 1321543830.46809 "2011111715:30:30.468" 2.22032 28.2569 230.016 6505.4618 2245.446 -2.77405 -0.593262 1.602 0 0.327942 25.9161 1 0.0105028 90 80 2.2
"370" 20 4 3 2 "frame007814_0.jpg" 1321543834.70803 "2011111715:30:34.708" 2.24328 28.3426 230.5 6505.4594 2245.4527 -2.28516 0.516357 1.637 0 0.183228 25.9161 1 0.0105028 90 80 2.2
"371" 21 4 3 1 "frame007818_0.jpg" 1321543836.80802 "2011111715:30:36.808" 2.22931 28.4002 229.522 6505.4582 2245.4559 -2.80151 -0.20874 1.609 0 0.247925 25.9161 1 0.0105028 90 80 2.2
"372" 22 4 3 1 "frame007845_0.jpg" 1321543849.10803 "2011111715:30:49.108" 2.24392 28.529 231.115 6505.4513 2245.4746 -0.510864 2.98828 1.55 0 0.115479 25.9161 1 0.0105028 90 80 2.2
"373" 23 4 3 2 "frame007875_0.jpg" 1321543863.68375 "2011111715:31:03.683" 2.2216 28.756 233.076 6505.4441 2245.4937 -3.64197 -2.85095 1.519 0 0.297668 25.9161 1 0.0105028 90 80 2.2
"374" 24 4 3 0 "frame007883_0.jpg" 1321543866.79808 "2011111715:31:06.798" 2.24207 28.8948 232.565 6505.4417 2245.5001 -3.30139 -2.12036 1.527 0 0.333923 25.9161 1 0.0105028 90 80 2.2
"375" 25 4 3 0 "frame007888_0.jpg" 1321543868.90808 "2011111715:31:08.908" 2.22472 28.9208 232.169 6505.4406 2245.5032 -2.66418 -5.82275 1.543 0 0.266785 25.9161 1 0.0105028 90 80 2.2
"376" 1 4 4 0 "frame008219_0.jpg" 1321544188.44832 "2011111715:36:28.448" 2.1011 28.4609 50.0222 6505.4325 2245.4291 -2.79053 -1.58203 0.921 0 0.64386 25.9161 1 0.0105028 89 79 2.1
"377" 2 4 4 2 "frame007971_0.jpg" 1321544074.98799 "2011111715:34:34.987" 2.13514 31.9984 49.5272 6505.3937 2245.5351 -2.23572 -2.75757 0.944 0 0.497192 25.9161 1 0.0105028 89 79 2.1
"378" 3 4 4 5 "frame007939_0.jpg" 1321544060.21804 "2011111715:34:20.218" 1.95793 32.2955 51.5211 6505.389 2245.5487 -0.126343 -2.30164 0.925 0 0.491882 25.9161 1 0.0105028 89 79 2
"379" 4 4 4 3 "frame008191_0.jpg" 1321544175.32819 "2011111715:36:15.328" 2.08094 28.7231 48.0281 6505.428 2245.4409 0.280151 -2.96631 0.949 0 0.437439 25.9161 1 0.0105028 89 79 2.1
"380" 5 4 4 12 "frame008017_0.jpg" 1321544096.50803 "2011111715:34:56.508" 1.9438 31.4988 48.6209 6505.4007 2245.5157 -0.0164795 -2.86194 0.921 0 0.260559 25.9161 1 0.0105028 89 79 1.9
"381" 6 4 4 7 "frame008086_0.jpg" 1321544128.15826 "2011111715:35:28.158" 1.88038 30.5728 51.159 6505.4118 2245.4859 0.714111 -2.90039 0.976 0 0.491882 25.9161 1 0.0105028 89 79 1.9
"382" 7 4 4 0 "frame008156_0.jpg" 1321544159.26815 "2011111715:35:59.268" 2.04266 29.2298 48.4785 6505.4225 2245.4561 -0.41748 -1.78528 0.989 0 0.392334 25.9161 1 0.0105028 89 79 2
"383" 8 4 4 1 "frame008241_0.jpg" 1321544198.6082 "2011111715:36:38.608" 1.97359 28.2009 50.7529 6505.4358 2245.4201 0.0109863 -1.7688 0.956 0 0.386597 25.9161 1 0.0105028 89 79 2
"384" 9 4 4 3 "frame007992_0.jpg" 1321544084.69816 "2011111715:34:44.698" 1.93149 31.8032 47.687 6505.3969 2245.5262 1.17554 -3.60352 0.901 0 0.475769 25.9161 1 0.0105028 89 79 1.9
"385" 10 4 4 5 "frame008140_0.jpg" 1321544152.07812 "2011111715:35:52.078" 1.97654 29.5216 49.8298 6505.42 2245.4629 0.203247 -0.494385 0.991 0 0.403748 25.9161 1 0.0105028 89 79 2
"386" 11 4 4 2 "frame007911_0.jpg" 1321544047.53797 "2011111715:34:07.537" 2.17879 32.3765 57.0911 6505.3853 2245.5608 -2.66418 -2.8894 0.939 0 0.235229 25.9161 1 0.0105028 89 79 2.2
"387" 12 4 4 1 "frame008255_0.jpg" 1321544204.97812 "2011111715:36:44.978" 2.12748 27.9999 49.9564 6505.438 2245.4141 -0.137329 -3.41675 0.999 0 0.453979 25.9161 1 0.0105028 89 79 2.1
"388" 13 4 4 4 "frame008234_0.jpg" 1321544195.26806 "2011111715:36:35.268" 1.95353 28.3402 48.1381 6505.4346 2245.4229 -0.0878906 -2.10388 0.958 0 0.518372 25.9161 1 0.0105028 89 79 2
"389" 14 4 4 1 "frame008272_0.jpg" 1321544213.16815 "2011111715:36:53.168" 2.10003 27.9373 49.9729 6505.4408 2245.4064 -2.4115 -2.76306 0.977 0 0.464905 25.9161 1 0.0105028 89 79 2.1
"390" 15 4 4 4 "frame008135_0.jpg" 1321544149.53809 "2011111715:35:49.538" 1.9546 29.6237 50.1044 6505.4192 2245.4653 -0.769043 -1.37878 0.985 0 0.554626 25.9161 1 0.0105028 89 79 2
"391" 16 4 4 0 "frame008297_0.jpg" 1321544224.61817 "2011111715:37:04.618" 1.98008 27.7589 49.6983 6505.4447 2245.3959 0.285645 -3.17505 1.003 0 0.392334 25.9161 1 0.0105028 89 79 2
"392" 17 4 4 6 "frame008064_0.jpg" 1321544118.09822 "2011111715:35:18.098" 1.92705 30.7909 50.5052 6505.4083 2245.4957 1.18652 -2.53235 0.981 0 0.279236 25.9161 1 0.0105028 89 79 1.9
"393" 18 4 4 10 "frame008011_0.jpg" 1321544093.55804 "2011111715:34:53.558" 2.06859 31.6283 48.6978 6505.3998 2245.5184 -0.252686 -2.5708 0.926 0 0.409424 25.9161 1 0.0105028 89 79 2.1
"394" 19 4 4 2 "frame008203_0.jpg" 1321544181.25815 "2011111715:36:21.258" 2.06575 28.6096 48.0611 6505.4299 2245.4358 -2.40051 -4.16382 0.921 0 0.486511 25.9161 1 0.0105028 89 79 2.1
"395" 20 4 4 2 "frame008250_0.jpg" 1321544202.84818 "2011111715:36:42.848" 1.99845 28.0581 50.7199 6505.4373 2245.4161 -1.13159 -2.66968 0.977 0 0.52356 25.9161 1 0.0105028 89 79 2
"396" 21 4 4 5 "frame008283_0.jpg" 1321544218.22819 "2011111715:36:58.228" 1.99591 27.8931 51.4616 6505.4426 2245.4019 0.032959 -1.35132 0.944 0 0.351685 25.9161 1 0.0105028 89 79 2
"397" 22 4 4 3 "frame007953_0.jpg" 1321544066.89803 "2011111715:34:26.898" 2.01475 32.0703 51.3673 6505.3911 2245.5427 -1.73584 -0.637207 0.943 0 0.431885 25.9161 1 0.0105028 89 79 2
"398" 23 4 4 2 "frame008153_0.jpg" 1321544157.98819 "2011111715:35:57.988" 2.03895 29.2733 49.3244 6505.4221 2245.4573 -0.653687 -2.53235 0.99 0 0.415039 25.9161 1 0.0105028 89 79 2
"399" 24 4 4 2 "frame007904_0.jpg" 1321544044.16821 "2011111715:34:04.168" 2.14501 32.42 61.8262 6505.3845 2245.5642 -1.56555 -1.86218 0.841 0 0.228821 25.9161 1 0.0105028 89 79 2.1
"400" 25 4 4 3 "frame007921_0.jpg" 1321544052.17813 "2011111715:34:12.178" 2.13313 32.3617 53.3173 6505.3866 2245.5562 -2.37854 -3.72986 0.955 0 0.363403 25.9161 1 0.0105028 89 79 2.1
"401" 1 5 1 4 "frame000035_0.jpg" 1321619160.35818 "2011111812:26:00.358" 2.21987 28.3715 228.005 6505.5398 2245.4631 -1.72485 -1.54907 1.173 0 0.518372 25.9161 1 0.0105028 90 80 2.2
"402" 2 5 1 0 "frame000140_0.jpg" 1321619209.1783 "2011111812:26:49.178" 2.20951 29.3909 228.982 6505.5195 2245.5182 -0.840454 -1.52161 1.173 0 0.442932 25.9161 1 0.0105028 90 80 2.2
"403" 3 5 1 1 "frame000171_0.jpg" 1321619223.66828 "2011111812:27:03.668" 2.23307 29.7073 229.971 6505.5134 2245.5347 -0.565796 -1.75232 1.149 0 0.464905 25.9161 1 0.0105028 90 80 2.2
"404" 4 5 1 2 "frame000194_0.jpg" 1321619234.2583 "2011111812:27:14.258" 2.24365 29.8874 228.636 6505.509 2245.5467 -2.17529 -2.52686 1.17 0 0.486511 25.9161 1 0.0105028 90 80 2.2
"405" 5 5 1 2 "frame000197_0.jpg" 1321619235.5382 "2011111812:27:15.538" 2.23563 29.8954 228.642 6505.5084 2245.5482 -3.44971 -2.93884 1.192 0 0.497192 25.9161 1 0.0105028 90 80 2.2
"406" 6 5 1 2 "frame000214_0.jpg" 1321619243.5382 "2011111812:27:23.538" 2.18149 30.0126 228.675 6505.505 2245.5576 -1.58203 -3.80127 1.215 0 0.579956 25.9161 1 0.0105028 90 80 2.2
"407" 7 5 1 2 "frame000255_0.jpg" 1321619262.65875 "2011111812:27:42.658" 2.08956 29.9982 228.746 6505.4971 2245.579 -1.73584 -3.23547 1.19 0 0.648682 25.9161 1 0.0105028 90 80 2.1
"408" 8 5 1 2 "frame000282_0.jpg" 1321619274.9482 "2011111812:27:54.948" 2.12641 29.8757 228.202 6505.4918 2245.5936 -1.98303 -5.18555 1.173 0 0.609802 25.9161 1 0.0105028 90 80 2.1
"409" 9 5 1 8 "frame000286_0.jpg" 1321619276.63844 "2011111812:27:56.638" 2.11152 29.895 228.966 6505.4911 2245.5955 -1.22498 -2.29065 1.173 0 0.691162 25.9161 1 0.0105028 90 80 2.1
"410" 10 5 1 9 "frame000307_0.jpg" 1321619286.38826 "2011111812:28:06.388" 1.97827 29.8627 228.669 6505.487 2245.6068 0.510864 -4.12537 1.18 0 0.614746 25.9161 1 0.0105028 90 80 2
"411" 11 5 1 3 "frame000318_0.jpg" 1321619291.54846 "2011111812:28:11.548" 2.0266 29.716 228.114 6505.4849 2245.6127 -0.895386 -2.53784 1.186 0 0.629395 25.9161 1 0.0105028 90 80 2
"412" 12 5 1 5 "frame000343_0.jpg" 1321619303.43825 "2011111812:28:23.438" 2.10709 29.5911 228.553 6505.4799 2245.6262 -0.796509 -2.05444 1.16 0 0.609802 25.9161 1 0.0105028 90 80 2.1
"413" 13 5 1 3 "frame000346_0.jpg" 1321619304.70834 "2011111812:28:24.708" 2.10348 29.5921 229.125 6505.4793 2245.6276 -1.41724 -3.80676 1.181 0 0.624512 25.9161 1 0.0105028 90 80 2.1
"414" 14 5 1 5 "frame000369_0.jpg" 1321619315.29844 "2011111812:28:35.298" 2.12406 29.4881 228.169 6505.4749 2245.6397 -1.48315 -4.36157 1.182 0 0.624512 25.9161 1 0.0105028 90 80 2.1
"415" 15 5 1 2 "frame000375_0.jpg" 1321619318.30826 "2011111812:28:38.308" 1.98403 29.5278 229.097 6505.4739 2245.6426 -0.0384521 -4.10889 1.143 0 0.629395 25.9161 1 0.0105028 90 80 2
"416" 16 5 1 3 "frame000383_0.jpg" 1321619321.71841 "2011111812:28:41.718" 2.13934 29.4039 228.806 6505.4723 2245.6469 -1.6864 -2.80151 1.191 0 0.662964 25.9161 1 0.0105028 90 80 2.1
"417" 17 5 1 2 "frame000409_0.jpg" 1321619334.06831 "2011111812:28:54.068" 2.13501 29.3745 228.262 6505.4672 2245.6609 -0.065918 -3.22449 1.163 0 0.574951 25.9161 1 0.0105028 90 80 2.1
"418" 18 5 1 7 "frame000414_0.jpg" 1321619336.20825 "2011111812:28:56.208" 2.11907 29.3478 227.85 6505.4663 2245.6633 -2.53784 -4.28467 1.174 0 0.564819 25.9161 1 0.0105028 90 80 2.1
"419" 19 5 1 1 "frame000420_0.jpg" 1321619339.1783 "2011111812:28:59.178" 2.1382 29.3415 228.361 6505.4651 2245.6666 -2.5708 -4.95483 1.161 0 0.544312 25.9161 1 0.0105028 90 80 2.1
"420" 20 5 1 1 "frame000466_0.jpg" 1321619360.35833 "2011111812:29:20.358" 2.1994 29.4912 228.624 6505.4563 2245.6905 -0.999756 -3.8562 1.192 0 0.470337 25.9161 1 0.0105028 90 80 2.2
"421" 21 5 1 2 "frame000469_0.jpg" 1321619361.6184 "2011111812:29:21.618" 2.21469 29.4807 228.569 6505.4558 2245.692 -3.3728 -2.87842 1.152 0 0.497192 25.9161 1 0.0105028 90 80 2.2
"422" 22 5 1 4 "frame000476_0.jpg" 1321619365.03831 "2011111812:29:25.038" 2.20765 29.5427 228.52 6505.4544 2245.6958 -3.2135 -3.04871 1.153 0 0.518372 25.9161 1 0.0105028 90 80 2.2
"423" 23 5 1 2 "frame000485_0.jpg" 1321619369.25841 "2011111812:29:29.258" 2.18044 29.6524 228.619 6505.4526 2245.7006 -1.19751 -1.4447 1.166 0 0.528809 25.9161 1 0.0105028 90 80 2.2
"424" 24 5 1 1 "frame000490_0.jpg" 1321619371.37919 "2011111812:29:31.379" 2.22359 29.6393 227.971 6505.4517 2245.703 -2.90588 -3.28491 1.171 0 0.497192 25.9161 1 0.0105028 90 80 2.2
"425" 25 5 1 3 "frame000520_0.jpg" 1321619385.4184 "2011111812:29:45.418" 2.23745 29.9413 228.058 6505.446 2245.7187 -3.03223 -3.1311 1.153 0 0.420654 25.9161 1 0.0105028 90 80 2.2
"426" 1 5 2 3 "frame000566_0.jpg" 1321619463.9481 "2011111812:31:03.948" 1.88957 28.5094 43.2362 6505.4386 2245.6386 -0.203247 -2.47742 1.464 0 0.841309 25.9161 1 0.0105028 90 80 1.9
"427" 2 5 2 2 "frame000569_0.jpg" 1321619465.21845 "2011111812:31:05.218" 1.93912 28.4679 44.8292 6505.4393 2245.6369 1.13708 -1.37878 1.455 0 0.741455 25.9161 1 0.0105028 90 80 1.9
"428" 3 5 2 2 "frame000572_0.jpg" 1321619466.48823 "2011111812:31:06.488" 1.99828 28.3835 46.3343 6505.44 2245.6351 -0.258179 -2.80151 1.462 0 0.658203 25.9161 1 0.0105028 90 80 2
"429" 4 5 2 4 "frame000585_0.jpg" 1321619472.77819 "2011111812:31:12.778" 2.09897 28.2676 46.8013 6505.4434 2245.6263 -0.444946 -1.90613 1.544 0 0.604858 25.9161 1 0.0105028 90 80 2.1
"430" 5 5 2 4 "frame000627_0.jpg" 1321619492.2681 "2011111812:31:32.268" 2.20716 28.5074 47.0871 6505.4535 2245.5989 -2.08191 -3.38928 1.532 0 0.464905 25.9161 1 0.0105028 90 80 2.2
"431" 6 5 2 1 "frame000636_0.jpg" 1321619496.08835 "2011111812:31:36.088" 2.21015 28.6202 46.5379 6505.4557 2245.5926 -1.99402 -4.10339 1.503 0 0.448486 25.9161 1 0.0105028 90 80 2.2
"432" 7 5 2 3 "frame000717_0.jpg" 1321619533.87818 "2011111812:32:13.878" 2.21718 29.8904 46.7524 6505.4757 2245.5382 -2.31262 -0.774536 1.47 0 0.475769 25.9161 1 0.0105028 90 80 2.2
"433" 8 5 2 4 "frame000727_0.jpg" 1321619538.49834 "2011111812:32:18.498" 2.18402 30.0039 46.7195 6505.4781 2245.5316 -1.69739 -4.28467 1.473 0 0.459473 25.9161 1 0.0105028 90 80 2.2
"434" 9 5 2 8 "frame000738_0.jpg" 1321619544.08023 "2011111812:32:24.080" 2.17978 30.0366 47.3842 6505.4804 2245.5253 -2.87292 -1.6095 1.481 0 0.518372 25.9161 1 0.0105028 90 80 2.2
"435" 10 5 2 2 "frame000752_0.jpg" 1321619550.15825 "2011111812:32:30.158" 2.2187 30.0938 47.6919 6505.4842 2245.5151 -2.8125 -4.57581 1.45 0 0.52356 25.9161 1 0.0105028 90 80 2.2
"436" 11 5 2 3 "frame000772_0.jpg" 1321619559.48817 "2011111812:32:39.488" 2.07689 30.1089 47.6535 6505.4891 2245.5019 -1.53259 -1.51611 1.473 0 0.564819 25.9161 1 0.0105028 90 80 2.1
"437" 12 5 2 5 "frame000792_0.jpg" 1321619568.76822 "2011111812:32:48.768" 1.91238 30.022 48.2249 6505.494 2245.4888 0.22522 -2.23022 1.488 0 0.754883 25.9161 1 0.0105028 90 80 1.9
"438" 13 5 2 4 "frame000799_0.jpg" 1321619571.72818 "2011111812:32:51.728" 1.981 29.9458 48.3073 6505.4956 2245.4846 0.302124 0.0549316 1.505 0 0.745972 25.9161 1 0.0105028 90 80 2
"439" 14 5 2 2 "frame000804_0.jpg" 1321619574.26834 "2011111812:32:54.268" 1.97986 29.8754 48.2909 6505.4969 2245.481 0.230713 -2.50488 1.486 0 0.727966 25.9161 1 0.0105028 90 80 2
"440" 15 5 2 1 "frame000807_0.jpg" 1321619575.53854 "2011111812:32:55.538" 2.0024 29.8248 48.4776 6505.4976 2245.4792 -0.197754 -2.72461 1.477 0 0.653442 25.9161 1 0.0105028 90 80 2
"441" 16 5 2 2 "frame000820_0.jpg" 1321619581.4682 "2011111812:33:01.468" 1.97814 29.6292 48.1646 6505.5007 2245.4707 -0.175781 -3.75732 1.51 0 0.772583 25.9161 1 0.0105028 90 80 2
"442" 17 5 2 8 "frame000863_0.jpg" 1321619601.32843 "2011111812:33:21.328" 1.96466 28.9393 49.2194 6505.5109 2245.4427 -0.845947 -2.08191 1.456 0 0.718811 25.9161 1 0.0105028 90 80 2
"443" 18 5 2 7 "frame000884_0.jpg" 1321619611.02818 "2011111812:33:31.028" 2.01945 28.7132 49.0053 6505.5159 2245.4291 -0.873413 -2.52136 1.478 0 0.727966 25.9161 1 0.0105028 90 80 2
"444" 19 5 2 5 "frame000903_0.jpg" 1321619620.09825 "2011111812:33:40.098" 2.0758 28.5807 48.5769 6505.5206 2245.4163 -1.10962 -0.774536 1.486 0 0.658203 25.9161 1 0.0105028 90 80 2.1
"445" 20 5 2 2 "frame000908_0.jpg" 1321619622.61824 "2011111812:33:42.618" 2.03655 28.5365 48.555 6505.5217 2245.4133 -1.01074 -0.928345 1.492 0 0.629395 25.9161 1 0.0105028 90 80 2
"446" 21 5 2 1 "frame000912_0.jpg" 1321619624.30824 "2011111812:33:44.308" 2.04587 28.4699 48.2968 6505.5228 2245.4104 -1.2854 -1.74683 1.474 0 0.569885 25.9161 1 0.0105028 90 80 2
"447" 22 5 2 2 "frame000915_0.jpg" 1321619625.57837 "2011111812:33:45.578" 2.12549 28.4485 48.7472 6505.5235 2245.4085 -0.917358 -4.28467 1.484 0 0.667725 25.9161 1 0.0105028 90 80 2.1
"448" 23 5 2 3 "frame000934_0.jpg" 1321619634.46827 "2011111812:33:54.468" 2.05881 28.4113 48.588 6505.5281 2245.396 -0.637207 -4.02649 1.497 0 0.714233 25.9161 1 0.0105028 90 80 2.1
"449" 24 5 2 3 "frame000937_0.jpg" 1321619635.73836 "2011111812:33:55.738" 1.98154 28.4026 47.9508 6505.5288 2245.3941 -1.35681 -1.6095 1.457 0 0.718811 25.9161 1 0.0105028 90 80 2
"450" 25 5 2 1 "frame000946_0.jpg" 1321619639.95826 "2011111812:33:59.958" 1.89806 28.3176 48.621 6505.531 2245.3881 0.922852 -1.48865 1.503 0 0.723389 25.9161 1 0.0105028 90 80 1.9
"451" 1 5 3 2 "frame000972_0.jpg" 1321619721.27812 "2011111812:35:21.278" 2.23759 27.4917 212.219 6505.5025 2245.371 -1.13159 2.38403 1.175 0 0.442932 25.9161 1 0.0105028 90 80 2.2
"452" 2 5 3 2 "frame001157_0.jpg" 1321619808.65398 "2011111812:36:48.653" 2.21613 30.4539 229.231 6505.4662 2245.4675 -1.02173 -3.74084 1.148 0 0.533997 25.9161 1 0.0105028 90 80 2.2
"453" 3 5 3 1 "frame001160_0.jpg" 1321619809.03491 "2011111812:36:49.034" 2.18478 30.4617 229.187 6505.4657 2245.4687 -2.85095 -3.91113 1.165 0 0.52356 25.9161 1 0.0105028 90 80 2.2
"454" 4 5 3 1 "frame001172_0.jpg" 1321619814.29864 "2011111812:36:54.298" 2.11004 30.5016 229.368 6505.4631 2245.4759 -2.07642 -3.14758 1.208 0 0.639038 25.9161 1 0.0105028 90 80 2.1
"455" 5 5 3 4 "frame001182_0.jpg" 1321619818.94911 "2011111812:36:58.949" 2.16064 30.4918 228.643 6505.4612 2245.4811 -3.08716 -2.97729 1.168 0 0.599915 25.9161 1 0.0105028 90 80 2.2
"456" 6 5 3 4 "frame001211_0.jpg" 1321619832.52827 "2011111812:37:12.528" 1.94086 30.2568 229 6505.4557 2245.4962 0.296631 -4.31213 1.179 0 0.624512 25.9161 1 0.0105028 90 80 1.9
"457" 7 5 3 4 "frame001214_0.jpg" 1321619833.79922 "2011111812:37:13.799" 1.99155 30.1936 229.483 6505.4549 2245.4982 -0.543823 -0.730591 1.163 0 0.648682 25.9161 1 0.0105028 90 80 2
"458" 8 5 3 11 "frame001221_0.jpg" 1321619836.77829 "2011111812:37:16.778" 1.97854 30.0954 228.934 6505.4537 2245.5015 -0.483398 -2.83447 1.162 0 0.544312 25.9161 1 0.0105028 90 80 2
"459" 9 5 3 12 "frame001249_0.jpg" 1321619849.89825 "2011111812:37:29.898" 2.09033 29.827 229.983 6505.4482 2245.5165 -0.977783 -2.05444 1.168 0 0.890808 25.9161 1 0.0105028 90 80 2.1
"460" 10 5 3 2 "frame001257_0.jpg" 1321619853.71839 "2011111812:37:33.718" 1.95162 29.7704 229.626 6505.4466 2245.5208 1.49414 -4.31213 1.148 0 0.794434 25.9161 1 0.0105028 90 80 2
"461" 11 5 3 5 "frame001270_0.jpg" 1321619859.63833 "2011111812:37:39.638" 1.88905 29.5311 228.697 6505.4441 2245.5275 0.692139 -3.12012 1.191 0 0.938599 25.9161 1 0.0105028 90 80 1.9
"462" 12 5 3 1 "frame001283_0.jpg" 1321619865.63822 "2011111812:37:45.638" 1.91498 29.2957 229.098 6505.4416 2245.5344 0.873413 -3.05969 1.217 0 0.781372 25.9161 1 0.0105028 90 80 1.9
"463" 13 5 3 9 "frame001314_0.jpg" 1321619880.04827 "2011111812:38:00.048" 1.96066 28.7636 229.598 6505.4355 2245.5511 -0.368042 -3.33984 1.181 0 0.648682 25.9161 1 0.0105028 90 80 2
"464" 14 5 3 3 "frame001330_0.jpg" 1321619887.65831 "2011111812:38:07.658" 2.04436 28.5591 229.549 6505.4324 2245.5595 -0.796509 -2.1698 1.204 0 0.662964 25.9161 1 0.0105028 90 80 2
"465" 15 5 3 4 "frame001345_0.jpg" 1321619894.47837 "2011111812:38:14.478" 2.07959 28.4881 229.098 6505.4295 2245.5677 -1.37878 -4.86145 1.175 0 0.677124 25.9161 1 0.0105028 90 80 2.1
"466" 16 5 3 2 "frame001350_0.jpg" 1321619896.58836 "2011111812:38:16.588" 2.06383 28.4723 228.818 6505.4286 2245.5701 -1.15356 -4.19678 1.156 0 0.653442 25.9161 1 0.0105028 90 80 2.1
"467" 17 5 3 6 "frame001358_0.jpg" 1321619900.39838 "2011111812:38:20.398" 2.09967 28.4276 229.279 6505.427 2245.5743 -2.20276 -2.09839 1.179 0 0.64386 25.9161 1 0.0105028 90 80 2.1
"468" 18 5 3 1 "frame001371_0.jpg" 1321619906.31824 "2011111812:38:26.318" 2.16899 28.391 229.505 6505.4246 2245.581 -2.4939 -2.7356 1.161 0 0.609802 25.9161 1 0.0105028 90 80 2.2
"469" 19 5 3 10 "frame001392_0.jpg" 1321619916.05835 "2011111812:38:36.058" 2.22886 28.4735 228.719 6505.4206 2245.592 -2.17529 -3.27942 1.163 0 0.594971 25.9161 1 0.0105028 90 80 2.2
"470" 20 5 3 2 "frame001397_0.jpg" 1321619918.60828 "2011111812:38:38.608" 2.15183 28.5093 228.593 6505.4195 2245.5949 -1.99402 -3.08716 1.201 0 0.589966 25.9161 1 0.0105028 90 80 2.2
"471" 21 5 3 0 "frame001407_0.jpg" 1321619923.60536 "2011111812:38:43.605" 2.22271 28.5563 228.796 6505.4176 2245.5999 -1.86768 -3.3783 1.185 0 0.609802 25.9161 1 0.0105028 90 80 2.2
"472" 22 5 3 2 "frame001414_0.jpg" 1321619926.33833 "2011111812:38:46.338" 2.24964 28.6127 229.021 6505.4162 2245.6037 -2.4115 -3.39478 1.176 0 0.559692 25.9161 1 0.0105028 90 80 2.2
"473" 23 5 3 3 "frame001434_0.jpg" 1321619935.80834 "2011111812:38:55.808" 2.23653 28.8142 228.84 6505.4123 2245.6143 -1.45569 -4.64172 1.166 0 0.507812 25.9161 1 0.0105028 90 80 2.2
"474" 24 5 3 3 "frame001460_0.jpg" 1321619947.9384 "2011111812:39:07.938" 2.23853 29.0865 229.037 6505.4073 2245.628 -3.03772 -5.26794 1.177 0 0.486511 25.9161 1 0.0105028 90 80 2.2
"475" 25 5 3 3 "frame001474_0.jpg" 1321619954.54154 "2011111812:39:14.541" 2.23276 29.2171 229.427 6505.4045 2245.6357 -3.21899 -3.47168 1.169 0 0.594971 25.9161 1 0.0105028 90 80 2.2
"476" 1 5 4 2 "frame001515_0.jpg" 1321620030.57819 "2011111812:40:30.578" 1.7566 29.4251 48.4777 6505.3981 2245.5581 0.411987 -1.8512 1.405 0 1.2854 25.9161 1 0.0105028 90 80 1.8
"477" 2 5 4 0 "frame001528_0.jpg" 1321620036.46799 "2011111812:40:36.467" 1.77514 28.9023 49.2468 6505.4011 2245.5502 2.79053 0.280151 1.393 0 1.01495 25.9161 1 0.0105028 90 80 1.8
