"survey" "transect" "frame" "framex" "px" "py" "x1" "y1" "x2" "y2" "n" "altitude" "newle"
"322" 1 4 16 "frame16.jpg" 347 245 348 256 346 233 1 2.17815 5.84
"323" 1 4 17 "frame17.jpg" 350 199 360 190 345 207 1 2.17815 5.72
"324" 1 4 17 "frame17.jpg" 423 453 423 465 422 444 1 2.17815 5.63
"325" 1 4 19 "frame19.jpg" 576 394 581 405 569 382 1 2.17815 6.82
"326" 1 4 2 "frame2.jpg" 501 426 500 440 500 417 1 2.24596 6.26
"327" 1 4 2 "frame2.jpg" 156 564 164 577 153 551 1 2.24596 7.73
"328" 1 4 21 "frame21.jpg" 124 127 118 138 131 119 1 2.24596 5.99
"329" 1 4 21 "frame21.jpg" 203 187 193 179 210 191 1 2.21507 5.32
"330" 1 4 23 "frame23.jpg" 263 316 253 310 271 321 1 2.21532 5.53
"331" 1 4 23 "frame23.jpg" 773 387 763 380 783 395 1 2.18028 6.64
"332" 1 4 23 "frame23.jpg" 653 229 642 235 662 222 1 2.23091 6.05
"333" 1 4 23 "frame23.jpg" 551 192 549 207 551 180 1 2.23091 6.84
"334" 1 4 24 "frame24.jpg" 359 115 355 125 363 106 1 2.24945 5.28
"335" 1 4 24 "frame24.jpg" 607 506 610 518 604 497 1 2.12354 5.81
"336" 1 4 3 "frame3.jpg" 384 355 373 345 394 359 1 2.12354 6.36
"337" 1 4 3 "frame3.jpg" 566 307 553 307 578 305 1 2.12354 6.22
"338" 1 4 4 "frame4.jpg" 423 358 412 367 431 355 1 2.12354 5.66
"339" 1 4 5 "frame5.jpg" 514 570 528 571 503 569 1 2.12354 6.45
"340" 1 4 6 "frame6.jpg" 772 420 761 411 780 428 1 2.16615 6.77
"341" 1 4 8 "frame8.jpg" 232 83 245 94 225 75 1 2.16615 6.64
"342" 2 1 1 "frame1.jpg" 337 460 332 473 341 446 1 2.17653 7.45
"343" 2 1 11 "frame11.jpg" 253 227 256 214 251 240 1 2.17653 6.63
"344" 2 1 12 "frame12.jpg" 303 167 298 152 308 185 1 2.17653 8.34
"345" 2 1 12 "frame12.jpg" 492 531 502 544 484 516 1 1.99918 8.14
"346" 2 1 13 "frame13.jpg" 318 271 323 281 312 260 1 1.99918 5.56
"347" 2 1 16 "frame16.jpg" 143 400 156 404 135 396 1 1.99918 5.38
"348" 2 1 17 "frame17.jpg" 358 80 358 66 359 96 1 2.17351 7.16
"349" 2 1 17 "frame17.jpg" 279 443 280 428 278 462 1 2.17351 8.82
"350" 2 1 18 "frame18.jpg" 179 260 163 272 192 250 1 2.17351 9.15
"351" 2 1 18 "frame18.jpg" 667 470 666 453 668 490 1 2.17351 9.64
"352" 2 1 18 "frame18.jpg" 375 462 396 466 360 466 1 2.17351 9.16
"353" 2 1 19 "frame19.jpg" 636 434 624 427 649 450 1 2.17351 8.87
"354" 2 1 19 "frame19.jpg" 554 108 553 96 554 127 1 2.23589 7.65
"355" 2 1 2 "frame2.jpg" 771 190 782 199 761 177 1 2.03415 7.23
"356" 2 1 20 "frame20.jpg" 303 217 315 230 293 206 1 2.03415 7.52
"357" 2 1 21 "frame21.jpg" 357 286 344 290 370 285 1 2.03415 6.31
"358" 2 1 22 "frame22.jpg" 347 321 338 333 356 308 1 1.79075 6.49
"359" 2 1 22 "frame22.jpg" 451 348 454 362 452 336 1 1.79075 5.6
"360" 2 1 10 "frame10.jpg" 465 380 464 394 466 369 1 1.79075 5.43
"361" 2 1 6 "frame6.jpg" 345 405 328 409 361 397 1 1.79075 7.4
"362" 2 1 6 "frame6.jpg" 175 464 166 474 186 453 1 1.79075 6.36
"363" 2 1 6 "frame6.jpg" 176 431 166 444 189 428 1 1.87286 6.37
"364" 2 1 7 "frame7.jpg" 271 136 260 144 283 126 1 1.87286 6.3
"365" 2 1 9 "frame9.jpg" 629 468 620 454 634 482 1 1.87286 7.19
"366" 2 1 1 "frame1.jpg" 577 195 578 212 579 182 1 1.87286 6.41
"367" 2 1 10 "frame10.jpg" 230 349 227 361 233 338 1 1.86472 5.35
"368" 2 1 10 "frame10.jpg" 171 314 172 302 168 326 1 1.86472 5.42
"369" 2 1 11 "frame11.jpg" 625 124 616 138 629 112 1 1.86472 6.03
"370" 2 1 14 "frame14.jpg" 349 195 339 206 356 184 1 1.86472 5.99
"371" 2 1 15 "frame15.jpg" 654 463 651 478 658 453 1 1.86472 5.86
"372" 2 1 17 "frame17.jpg" 533 124 520 122 547 134 1 1.86472 6.34
"373" 2 1 17 "frame17.jpg" 425 82 419 93 429 71 1 1.86472 5.09
"374" 2 1 17 "frame17.jpg" 411 410 420 422 399 398 1 1.86472 7.1
"375" 2 1 17 "frame17.jpg" 383 128 377 142 388 121 1 2.20796 5.93
"376" 2 1 18 "frame18.jpg" 641 576 638 595 641 558 1 2.20796 9.98
"377" 2 1 19 "frame19.jpg" 151 302 145 315 153 291 1 2.20796 6.6
"378" 2 1 2 "frame2.jpg" 601 285 604 302 601 276 1 2.04135 6.28
"379" 2 1 22 "frame22.jpg" 395 344 400 357 389 329 1 2.04135 7.22
"380" 2 1 22 "frame22.jpg" 309 323 315 342 309 314 1 1.87291 6.33
"381" 2 1 22 "frame22.jpg" 548 309 543 326 551 299 1 1.87291 6.17
"382" 2 1 22 "frame22.jpg" 510 334 508 354 509 324 1 2.15078 7.55
"383" 2 1 22 "frame22.jpg" 104 305 105 322 101 295 1 2.15078 6.83
"384" 2 1 23 "frame23.jpg" 691 535 685 548 692 522 1 2.15078 7.04
"385" 2 1 3 "frame3.jpg" 331 228 335 241 327 216 1 1.98279 6.02
"386" 2 1 3 "frame3.jpg" 393 316 396 330 389 306 1 2.12694 6.28
"387" 2 1 3 "frame3.jpg" 367 75 363 63 369 90 1 2.24629 6.84
"388" 2 1 3 "frame3.jpg" 435 282 427 290 443 274 1 1.85351 4.97
"389" 2 1 3 "frame3.jpg" 672 184 663 194 677 174 1 1.85351 5.14
"390" 2 1 3 "frame3.jpg" 229 54 224 41 233 68 1 1.85351 5.81
"391" 2 1 5 "frame5.jpg" 160 328 174 334 145 326 1 1.85351 6.53
"392" 2 1 5 "frame5.jpg" 412 143 409 158 412 131 1 1.85351 5.71
"393" 2 1 5 "frame5.jpg" 430 306 415 303 440 309 1 1.85351 5.65
"394" 2 1 6 "frame6.jpg" 691 449 690 470 695 434 1 1.85351 8.02
"395" 2 1 6 "frame6.jpg" 709 293 715 309 705 276 1 1.76589 7.17
"396" 2 1 7 "frame7.jpg" 194 120 193 105 194 137 1 1.76589 6.33
"397" 2 1 7 "frame7.jpg" 17 373 3 386 26 363 1 1.76589 6.97
"398" 2 1 7 "frame7.jpg" 129 353 112 344 139 364 1 1.76589 6.89
"399" 2 1 9 "frame9.jpg" 263 386 275 398 257 370 1 1.76589 6.94
"400" 2 1 9 "frame9.jpg" 377 273 388 292 373 262 1 1.76589 6.88
"401" 2 1 9 "frame9.jpg" 473 470 469 484 479 456 1 1.89718 6.8
"402" 2 1 9 "frame9.jpg" 789 398 779 416 797 384 1 1.89718 7.98
"403" 2 1 9 "frame9.jpg" 486 187 492 205 483 172 1 1.89718 7.36
"404" 2 1 9 "frame9.jpg" 529 118 539 126 519 112 1 1.87113 5.31
"405" 2 1 1 "frame1.jpg" 339 355 338 368 339 343 1 2.12753 6.33
"406" 2 1 13 "frame13.jpg" 463 240 463 251 464 228 1 1.94545 5.24
"407" 2 1 13 "frame13.jpg" 180 447 184 458 172 435 1 1.94545 6.09
"408" 2 1 17 "frame17.jpg" 425 240 411 235 436 241 1 1.94545 5.86
"409" 2 1 18 "frame18.jpg" 419 495 421 478 419 509 1 1.94545 7.35
"410" 2 1 18 "frame18.jpg" 171 146 158 137 178 154 1 1.94545 5.78
"411" 2 1 2 "frame2.jpg" 119 368 121 384 116 352 1 1.94545 7.4
"412" 2 1 22 "frame22.jpg" 630 467 632 480 626 454 1 1.94545 6.4
"413" 2 1 23 "frame23.jpg" 379 569 389 562 366 569 1 1.94545 5.71
"414" 2 1 23 "frame23.jpg" 129 235 131 247 125 223 1 2.11636 6.02
"415" 2 1 23 "frame23.jpg" 146 105 147 119 145 94 1 2.11636 5.93
"416" 2 1 23 "frame23.jpg" 471 503 473 488 471 513 1 2.11636 6.52
"417" 2 1 4 "frame4.jpg" 280 482 293 475 271 487 1 2.11636 6.41
"418" 2 1 9 "frame9.jpg" 460 399 463 414 457 391 1 2.11636 6.09
"419" 2 2 11 "frame11.jpg" 642 164 652 177 635 154 1 2.19169 7.21
"420" 2 2 11 "frame11.jpg" 687 330 688 315 686 349 1 2.19169 8.63
"421" 2 2 11 "frame11.jpg" 740 286 757 292 727 282 1 2.19169 8.07
"422" 2 2 11 "frame11.jpg" 179 405 182 394 178 418 1 2.1736 6.39
"423" 2 2 12 "frame12.jpg" 634 370 630 384 638 356 1 2.1736 7.38
"424" 2 2 12 "frame12.jpg" 342 474 338 488 344 463 1 2.09669 6.57
"425" 2 2 12 "frame12.jpg" 400 536 394 548 406 526 1 2.09669 6.45
"426" 2 2 12 "frame12.jpg" 353 536 346 544 362 532 1 2.09669 5.18
"427" 2 2 12 "frame12.jpg" 549 404 548 416 552 394 1 2.08514 5.63
"428" 2 2 12 "frame12.jpg" 432 310 422 312 444 308 1 2.08514 5.51
"429" 2 2 12 "frame12.jpg" 575 499 560 499 588 499 1 2.08514 6.94
"430" 2 2 13 "frame13.jpg" 194 485 182 496 202 476 1 2.05804 7.08
"431" 2 2 13 "frame13.jpg" 89 370 93 387 87 356 1 2.05804 7.61
"432" 2 2 14 "frame14.jpg" 237 469 225 460 249 476 1 2.05804 7.07
"433" 2 2 14 "frame14.jpg" 537 364 529 373 543 356 1 2.05804 5.37
"434" 2 2 14 "frame14.jpg" 288 350 286 338 290 366 1 1.97245 6.6
"435" 2 2 14 "frame14.jpg" 385 404 385 389 386 417 1 1.97245 6.63
"436" 2 2 15 "frame15.jpg" 308 135 293 135 324 134 1 1.97245 6.99
"437" 2 2 15 "frame15.jpg" 349 129 350 117 349 144 1 1.97245 6.01
"438" 2 2 15 "frame15.jpg" 222 168 211 166 232 172 1 1.97245 5.04
"439" 2 2 16 "frame16.jpg" 389 523 384 534 396 513 1 1.96501 5.85
"440" 2 2 16 "frame16.jpg" 301 524 299 539 299 514 1 1.96501 6.11
"441" 2 2 18 "frame18.jpg" 423 472 411 482 431 462 1 1.96501 6.66
"442" 2 2 21 "frame21.jpg" 376 330 377 350 377 318 1 1.96501 7.36
"443" 2 2 22 "frame22.jpg" 239 334 226 339 248 328 1 1.96501 5.78
"444" 2 2 23 "frame23.jpg" 295 559 295 575 296 549 1 1.96501 6.39
"445" 2 2 24 "frame24.jpg" 582 398 574 406 591 388 1 1.96501 5.73
"446" 2 2 24 "frame24.jpg" 558 443 556 431 558 456 1 1.96501 6.03
"447" 2 2 24 "frame24.jpg" 564 282 560 296 569 272 1 2.03618 6.06
"448" 2 2 25 "frame25.jpg" 483 386 468 392 494 383 1 2.06675 6.67
"449" 2 2 4 "frame4.jpg" 449 115 454 102 444 130 1 2.06675 6.83
"450" 2 2 4 "frame4.jpg" 148 291 149 307 148 278 1 2.06675 6.96
"451" 2 2 5 "frame5.jpg" 273 464 260 474 284 456 1 2.06675 7.43
"452" 2 2 6 "frame6.jpg" 356 546 340 548 372 547 1 2.06675 7.88
"453" 2 2 6 "frame6.jpg" 484 388 468 391 492 382 1 2.06675 6.24
"454" 2 2 7 "frame7.jpg" 381 548 392 536 376 563 1 2.09664 7.97
"455" 2 2 7 "frame7.jpg" 280 402 284 420 275 391 1 2.09664 7.55
"456" 2 2 7 "frame7.jpg" 665 362 669 378 664 348 1 2.09664 7.56
"457" 2 2 7 "frame7.jpg" 606 266 590 268 621 269 1 2.09664 7.49
"458" 2 2 5 "frame5.jpg" 287 322 282 340 288 308 1 2.09664 7.94
"459" 2 2 10 "frame10.jpg" 124 464 115 478 129 453 1 2.09664 7.32
"460" 2 2 11 "frame11.jpg" 376 534 389 532 363 534 1 2.09664 6.58
"461" 2 2 11 "frame11.jpg" 335 335 339 322 334 344 1 2.10761 5.67
"462" 2 2 13 "frame13.jpg" 548 241 547 255 553 227 1 2.10761 6.89
"463" 2 2 14 "frame14.jpg" 503 415 503 424 503 407 1 2.10761 4.46
"464" 2 2 14 "frame14.jpg" 533 407 522 409 540 409 1 2.1996 4.8
"465" 2 2 14 "frame14.jpg" 445 192 457 191 432 191 1 2.1996 6.36
"466" 2 2 16 "frame16.jpg" 346 88 351 104 343 73 1 2.1996 7.71
"467" 2 2 16 "frame16.jpg" 527 147 535 136 521 159 1 2.1996 6.62
"468" 2 2 16 "frame16.jpg" 224 153 212 161 235 149 1 2.1996 6.6
"469" 2 2 18 "frame18.jpg" 407 225 409 239 403 213 1 2.1996 6.74
"470" 2 2 18 "frame18.jpg" 312 186 310 172 315 197 1 2.1996 6.37
"471" 2 2 18 "frame18.jpg" 79 543 79 558 78 529 1 2.20774 7.85
"472" 2 2 18 "frame18.jpg" 161 392 174 383 149 396 1 2.20774 7.41
"473" 2 2 19 "frame19.jpg" 20 200 28 216 14 191 1 2.20774 7.05
"474" 2 2 2 "frame2.jpg" 487 436 478 425 492 447 1 2.16716 6.85
"475" 2 2 2 "frame2.jpg" 63 266 63 251 67 278 1 2.16716 6.8
"476" 2 2 2 "frame2.jpg" 192 291 195 304 189 278 1 2.16716 6.7
"477" 2 2 20 "frame20.jpg" 223 305 209 314 235 297 1 2.16716 7.87
"478" 2 2 20 "frame20.jpg" 346 379 360 379 333 383 1 2.16716 6.96
"479" 2 2 20 "frame20.jpg" 542 372 532 362 547 380 1 2.14689 6.08
"480" 2 2 20 "frame20.jpg" 491 267 490 283 488 251 1 2.14689 7.89
"481" 2 2 20 "frame20.jpg" 269 529 255 543 279 520 1 2.14689 8.59
"482" 2 2 20 "frame20.jpg" 177 180 161 188 186 173 1 2.14689 7.25
"483" 2 2 21 "frame21.jpg" 484 251 488 262 478 243 1 2.14689 5.45
"484" 2 2 21 "frame21.jpg" 332 531 325 515 335 542 1 2.1773 7.65
"485" 2 2 21 "frame21.jpg" 421 135 432 134 407 132 1 2.09472 6.06
"486" 2 2 22 "frame22.jpg" 240 89 247 103 233 75 1 2.09472 7.19
"487" 2 2 22 "frame22.jpg" 237 270 241 261 232 283 1 2.09472 5.87
"488" 2 2 24 "frame24.jpg" 214 131 210 147 215 119 1 2.09472 6.7
"489" 2 2 3 "frame3.jpg" 442 467 435 454 447 475 1 2.09472 6.21
"490" 2 2 3 "frame3.jpg" 290 476 295 488 284 463 1 2.09472 6.93
"491" 2 2 4 "frame4.jpg" 305 106 295 94 307 115 1 2.11465 5.74
"492" 2 2 5 "frame5.jpg" 649 351 653 359 644 337 1 2.11465 6.08
"493" 2 2 6 "frame6.jpg" 511 207 519 215 508 196 1 2.11465 5.44
"494" 2 2 6 "frame6.jpg" 615 243 600 248 627 239 1 2.11465 6.86
"495" 2 2 7 "frame7.jpg" 612 386 603 395 620 374 1 2.18308 6.85
"496" 2 2 9 "frame9.jpg" 520 468 532 466 510 473 1 2.18308 6.01
"497" 2 2 9 "frame9.jpg" 729 351 715 355 743 350 1 2.18308 7.15
"498" 2 2 9 "frame9.jpg" 326 223 328 209 327 237 1 2.22491 7.11
"499" 2 2 9 "frame9.jpg" 200 399 208 384 198 412 1 2.22306 7.86
"500" 2 2 9 "frame9.jpg" 607 243 624 250 595 246 1 2.22306 7.5
"501" 2 2 9 "frame9.jpg" 100 259 98 271 102 247 1 2.22306 6.32
"502" 2 2 9 "frame9.jpg" 517 585 517 599 516 570 1 2.22306 7.99
"503" 2 2 9 "frame9.jpg" 418 535 422 548 415 525 1 2.16607 6.47
"504" 2 3 11 "frame11.jpg" 67 381 84 380 51 382 1 2.01799 7.85
"505" 2 3 10 "frame10.jpg" 75 394 61 385 90 404 1 1.75603 7.09
"506" 2 3 15 "frame15.jpg" 267 303 284 314 255 291 1 1.75603 7.5
"507" 2 3 15 "frame15.jpg" 211 229 212 245 213 219 1 1.75603 5.34
"508" 2 3 16 "frame16.jpg" 365 524 376 535 358 514 1 1.75603 6
"509" 2 3 17 "frame17.jpg" 560 109 551 128 568 98 1 1.75445 6.69
"510" 2 3 17 "frame17.jpg" 198 169 192 152 204 185 1 1.75445 6.9
"511" 2 3 18 "frame18.jpg" 381 396 374 410 390 382 1 1.85419 7.08
"512" 2 3 18 "frame18.jpg" 272 529 266 545 277 514 1 1.85419 7.47
"513" 2 3 18 "frame18.jpg" 414 376 414 392 415 361 1 1.85419 6.83
"514" 2 3 18 "frame18.jpg" 467 397 462 412 472 386 1 1.96486 6.51
"515" 2 3 18 "frame18.jpg" 436 457 443 443 433 471 1 2.09696 7.46
"516" 2 3 2 "frame2.jpg" 592 365 610 372 576 360 1 1.76825 7.52
"517" 2 3 2 "frame2.jpg" 500 62 499 46 501 82 1 2.04709 8.02
"518" 2 3 2 "frame2.jpg" 556 398 553 380 558 413 1 2.17171 8.58
"519" 2 3 20 "frame20.jpg" 498 285 502 303 500 272 1 1.98104 7.14
"520" 2 3 21 "frame21.jpg" 641 186 640 201 640 174 1 1.98104 6.12
"521" 2 3 22 "frame22.jpg" 302 390 316 392 290 388 1 2.14722 6.68
"522" 2 3 22 "frame22.jpg" 678 282 670 294 683 272 1 2.14722 6.27
"523" 2 3 23 "frame23.jpg" 401 236 412 246 391 229 1 1.94411 6.13
"524" 2 3 23 "frame23.jpg" 500 356 490 373 508 346 1 1.94411 7.33
"525" 2 3 23 "frame23.jpg" 467 402 459 419 473 386 1 1.94411 8.17
"526" 2 3 23 "frame23.jpg" 271 215 269 236 273 204 1 2.13036 7.79
"527" 2 3 23 "frame23.jpg" 338 459 349 473 330 446 1 1.80525 7.17
"528" 2 3 23 "frame23.jpg" 134 441 128 427 140 456 1 1.75722 6.6
"529" 2 3 23 "frame23.jpg" 373 264 364 272 388 255 1 1.75722 6.04
"530" 2 3 23 "frame23.jpg" 437 428 436 414 439 444 1 2.14529 7.73
"531" 2 3 23 "frame23.jpg" 590 155 578 166 600 148 1 1.81874 5.83
"532" 2 3 24 "frame24.jpg" 163 190 154 182 174 204 1 1.81874 6.14
"533" 2 3 24 "frame24.jpg" 399 449 411 455 388 444 1 1.94752 6
"534" 2 3 24 "frame24.jpg" 368 526 366 539 371 512 1 1.94752 6.59
"535" 2 3 24 "frame24.jpg" 112 427 104 434 116 410 1 1.94752 6.38
"536" 2 3 4 "frame4.jpg" 459 265 453 250 466 278 1 1.94752 6.98
"537" 2 3 4 "frame4.jpg" 556 313 539 305 566 320 1 1.94752 7.09
"538" 2 3 1 "frame1.jpg" 292 462 303 473 284 455 1 2.15399 6.77
"539" 2 3 10 "frame10.jpg" 99 557 103 573 94 543 1 2.15399 8.2
"540" 2 3 11 "frame11.jpg" 264 281 271 267 263 290 1 2.07045 5.93
"541" 2 3 12 "frame12.jpg" 131 413 145 426 125 403 1 2.07045 7.39
"542" 2 3 12 "frame12.jpg" 145 242 157 252 130 235 1 2.07045 7.5
"543" 2 3 12 "frame12.jpg" 463 209 466 220 461 197 1 1.96596 5.38
"544" 2 3 13 "frame13.jpg" 677 432 691 425 664 439 1 1.96596 6.93
"545" 2 3 14 "frame14.jpg" 492 526 503 535 486 514 1 1.96596 6.57
"546" 2 3 2 "frame2.jpg" 417 71 419 87 418 56 1 1.9557 6.68
"547" 2 3 20 "frame20.jpg" 344 262 348 274 337 251 1 1.9557 5.82
"548" 2 3 21 "frame21.jpg" 242 111 243 127 240 95 1 1.9557 6.96
"549" 2 3 21 "frame21.jpg" 696 527 704 517 692 536 1 1.9557 5.34
"550" 2 3 22 "frame22.jpg" 369 565 361 579 374 555 1 1.9557 6.59
"551" 2 3 24 "frame24.jpg" 98 396 90 409 102 386 1 1.9557 6.19
"552" 2 3 24 "frame24.jpg" 666 315 663 329 667 303 1 1.9557 6.04
"553" 2 3 3 "frame3.jpg" 37 209 51 218 26 196 1 1.9557 7.28
"554" 2 3 3 "frame3.jpg" 662 418 669 431 656 407 1 1.9557 6.54
"555" 2 3 4 "frame4.jpg" 585 410 575 419 592 400 1 2.17769 6.51
"556" 2 3 5 "frame5.jpg" 577 281 584 297 575 270 1 2.17769 7.24
"557" 2 3 6 "frame6.jpg" 259 243 261 225 259 255 1 2.17769 7.48
"558" 2 3 7 "frame7.jpg" 290 237 295 223 285 251 1 2.17769 7.42
"559" 2 3 8 "frame8.jpg" 470 175 463 164 476 183 1 2.17769 5.79
"560" 2 3 9 "frame9.jpg" 567 582 567 595 564 572 1 2.17769 6.37
"561" 2 4 1 "frame1.jpg" 335 566 324 554 343 574 1 2.24796 7.56
"562" 2 4 1 "frame1.jpg" 176 516 172 506 180 528 1 2.24796 6.44
"563" 2 4 1 "frame1.jpg" 400 217 400 230 401 208 1 2.24796 5.72
"564" 2 4 10 "frame10.jpg" 166 478 181 485 152 480 1 2.24796 7.82
"565" 2 4 10 "frame10.jpg" 258 580 270 588 246 575 1 2.24796 7.42
"566" 2 4 10 "frame10.jpg" 692 570 701 585 683 560 1 2.19533 8.42
"567" 2 4 11 "frame11.jpg" 528 357 545 358 515 355 1 2.19576 7.71
"568" 2 4 12 "frame12.jpg" 366 394 370 378 365 407 1 2.19576 7.64
"569" 2 4 13 "frame13.jpg" 322 386 305 388 335 386 1 2.19576 7.73
"570" 2 4 13 "frame13.jpg" 557 196 569 211 549 185 1 2.19576 8.23
"571" 2 4 13 "frame13.jpg" 135 526 143 540 127 515 1 2.12806 7.59
"572" 2 4 13 "frame13.jpg" 214 435 213 422 214 447 1 2.12806 6.44
"573" 2 4 14 "frame14.jpg" 444 281 437 268 448 294 1 2.07353 6.83
"574" 2 4 16 "frame16.jpg" 231 542 233 556 229 530 1 2.07353 6.74
"575" 2 4 19 "frame19.jpg" 236 174 237 188 236 160 1 2.07353 6.57
"576" 2 4 18 "frame18.jpg" 183 197 174 210 192 188 1 2.07353 6.84
"577" 2 4 19 "frame19.jpg" 345 408 345 424 344 396 1 2.07353 6.95
"578" 2 4 20 "frame20.jpg" 203 412 196 426 208 402 1 1.97589 6.42
"579" 2 4 20 "frame20.jpg" 525 149 512 155 537 144 1 2.0358 6.32
"580" 2 4 22 "frame22.jpg" 368 492 355 489 380 497 1 2.0358 6.44
"581" 2 4 22 "frame22.jpg" 549 172 550 188 549 161 1 2.0358 6.26
"582" 2 4 22 "frame22.jpg" 295 430 294 418 295 443 1 1.99676 6.07
"583" 2 4 22 "frame22.jpg" 648 315 651 301 645 328 1 1.99676 6.43
"584" 2 4 22 "frame22.jpg" 449 176 451 191 448 166 1 1.99676 5.76
"585" 2 4 23 "frame23.jpg" 323 325 325 338 325 314 1 1.99676 5.7
"586" 2 4 24 "frame24.jpg" 369 271 359 284 376 268 1 1.99676 5.49
"587" 2 4 25 "frame25.jpg" 507 577 522 589 497 569 1 1.99676 7.85
"588" 2 4 25 "frame25.jpg" 495 301 496 289 494 314 1 1.99676 5.89
"589" 2 4 3 "frame3.jpg" 185 374 185 388 186 362 1 1.99676 6.22
"590" 2 4 3 "frame3.jpg" 326 122 323 134 329 112 1 2.0075 5.22
"591" 2 4 3 "frame3.jpg" 76 448 88 458 67 440 1 2.0075 6.57
"592" 2 4 7 "frame7.jpg" 502 336 505 350 502 326 1 1.99995 5.78
"593" 2 4 8 "frame8.jpg" 292 494 279 503 303 489 1 1.99995 6.71
"594" 2 4 8 "frame8.jpg" 143 374 136 385 148 360 1 1.99995 6.67
"595" 2 4 8 "frame8.jpg" 87 375 99 386 75 366 1 1.99995 7.24
"596" 2 4 8 "frame8.jpg" 270 444 261 456 279 434 1 2.0952 7.16
"597" 2 4 8 "frame8.jpg" 127 342 125 330 126 360 1 2.0952 7.37
"598" 2 4 8 "frame8.jpg" 187 300 204 314 177 296 1 2.0952 7.8
"599" 2 4 9 "frame9.jpg" 240 399 241 414 241 387 1 2.0952 6.77
"600" 2 4 11 "frame11.jpg" 535 301 532 316 534 291 1 2.17568 6.39
"601" 2 4 11 "frame11.jpg" 28 256 24 271 35 243 1 2.17568 7.64
"602" 2 4 11 "frame11.jpg" 426 191 419 179 432 199 1 2.17568 5.99
"603" 2 4 12 "frame12.jpg" 552 471 540 471 562 471 1 2.16532 5.73
"604" 2 4 13 "frame13.jpg" 99 310 115 311 90 310 1 2.16532 6.38
"605" 2 4 13 "frame13.jpg" 498 368 493 356 501 377 1 2.16532 5.87
"606" 2 4 16 "frame16.jpg" 383 206 386 221 384 195 1 2.16532 6.46
"607" 2 4 17 "frame17.jpg" 366 176 365 192 367 160 1 2.16532 7.77
"608" 2 4 1 "frame1.jpg" 55 475 68 476 45 475 1 2.16532 6.03
"609" 2 4 1 "frame1.jpg" 674 315 675 329 675 303 1 2.16532 6.61
"610" 2 4 10 "frame10.jpg" 429 268 434 279 421 259 1 2.2413 6.26
"611" 2 4 12 "frame12.jpg" 38 477 23 485 48 473 1 2.24463 7.56
"612" 2 4 13 "frame13.jpg" 695 279 679 286 705 272 1 2.16782 7.22
"613" 2 4 15 "frame15.jpg" 396 245 397 262 398 230 1 2.16782 7.9
"614" 2 4 17 "frame17.jpg" 453 207 464 215 441 198 1 2.18232 7.18
"615" 2 4 17 "frame17.jpg" 250 435 263 440 237 434 1 2.18232 6.91
"616" 2 4 18 "frame18.jpg" 283 322 267 323 295 322 1 2.18232 7.15
"617" 2 4 18 "frame18.jpg" 311 483 299 493 319 478 1 2.14614 6.49
"618" 2 4 18 "frame18.jpg" 76 118 74 104 80 127 1 2.14614 5.69
"619" 2 4 2 "frame2.jpg" 56 271 55 283 53 260 1 2.14614 5.78
"620" 2 4 20 "frame20.jpg" 220 520 223 535 220 507 1 2.14614 7.39
"621" 2 4 20 "frame20.jpg" 367 569 367 584 364 557 1 2.11483 7.14
"622" 2 4 20 "frame20.jpg" 103 449 102 461 101 438 1 2.11483 5.95
"623" 2 4 22 "frame22.jpg" 327 163 329 151 324 173 1 2.1743 5.61
"624" 2 4 23 "frame23.jpg" 54 321 61 331 39 305 1 2.1743 8.39
"625" 2 4 23 "frame23.jpg" 316 397 330 410 305 387 1 2.1743 8.63
"626" 2 4 3 "frame3.jpg" 256 259 268 263 246 259 1 2.1743 5.71
"627" 2 4 4 "frame4.jpg" 214 151 210 138 213 161 1 2.1743 5.71
"628" 2 4 4 "frame4.jpg" 219 431 215 421 222 445 1 2.19421 6.59
"629" 2 4 5 "frame5.jpg" 748 404 759 412 740 395 1 2.19421 6.83
"630" 2 4 5 "frame5.jpg" 262 70 252 83 268 60 1 2.19421 6.89
"631" 2 4 5 "frame5.jpg" 479 103 483 119 475 91 1 2.19421 7.11
"632" 2 4 5 "frame5.jpg" 45 315 30 304 50 323 1 2.19421 6.93
"633" 2 4 6 "frame6.jpg" 204 269 205 279 205 257 1 2.19421 5.66
"634" 2 4 5 "frame5.jpg" 468 328 482 329 459 329 1 2.23906 6.07
"635" 2 4 7 "frame7.jpg" 672 297 679 309 668 285 1 2.23906 7
"636" 2 4 7 "frame7.jpg" 444 275 455 283 439 267 1 2.23906 5.98
"637" 2 4 8 "frame8.jpg" 166 49 162 32 166 62 1 2.22541 7.29
"638" 2 4 9 "frame9.jpg" 457 46 472 54 442 50 1 2.14623 7.31
"639" 2 4 8 "frame8.jpg" 478 523 479 535 478 511 1 2.14623 6.39
"640" 3 1 10 "frame10.jpg" 286 309 281 320 289 294 1 2.16294 6.89
"641" 3 1 10 "frame10.jpg" 502 459 491 465 514 459 1 2.16294 6.12
"642" 3 1 11 "frame11.jpg" 225 300 222 314 229 286 1 1.9159 6.5
"643" 3 1 11 "frame11.jpg" 202 223 218 236 192 214 1 1.9159 7.39
"644" 3 1 11 "frame11.jpg" 235 460 240 476 231 448 1 1.9159 6.81
"645" 3 1 11 "frame11.jpg" 414 105 408 118 418 94 1 1.9159 5.61
